chain_id,tail_number,flight1_Tail_Number,flight1_Flight_Duration_Minutes,flight1_Dest,flight1_Schedule_DateTime,flight1_Carrier_Airline,flight1_Origin,flight1_Flight_Delay,flight1_Orientation,flight2_Tail_Number,flight2_Flight_Duration_Minutes,flight2_Dest,flight2_Schedule_DateTime,flight2_Carrier_Airline,flight2_Origin,flight2_Flight_Delay,flight2_Orientation,flight3_Tail_Number,flight3_Flight_Duration_Minutes,flight3_Dest,flight3_Schedule_DateTime,flight3_Carrier_Airline,flight3_Origin,flight3_Flight_Delay,flight3_Orientation,ground_time_1,ground_time_2,flight2_PFD,flight2_FTD,flight3_PFD,flight3_FTD,delay_label,delay_category
2071,N609NN,N609NN,111.0,DCA,2022-03-27 06:09:00,OH,MHT,-19.0,East-West,N609NN,162.0,SRQ,2022-03-27 08:59:00,OH,DCA,1.0,North-South,N609NN,92.0,DCA,2022-03-27 17:33:00,OH,ALB,22.0,North-South,59.0,352.0,-19.0,59.0,1.0,352.0,22.0,2
2072,N609NN,N609NN,162.0,SRQ,2022-03-27 08:59:00,OH,DCA,1.0,North-South,N609NN,92.0,DCA,2022-03-27 17:33:00,OH,ALB,22.0,North-South,N609NN,115.0,PNS,2022-03-28 11:10:00,OH,CLT,-20.0,East-West,352.0,965.0,1.0,352.0,22.0,965.0,-20.0,0
2073,N609NN,N609NN,105.0,CLT,2022-03-28 12:37:00,OH,PNS,-6.0,East-West,N609NN,74.0,SAV,2022-03-28 16:24:00,OH,CLT,-12.0,North-South,N609NN,163.0,CLT,2022-03-29 06:03:00,OH,OMA,-41.0,East-West,122.0,745.0,-6.0,122.0,-12.0,745.0,-41.0,0
2074,N609NN,N609NN,90.0,CVG,2022-03-31 07:31:00,OH,CLT,-8.0,North-South,N609NN,90.0,PHL,2022-03-31 17:10:00,OH,PVD,-24.0,East-West,N609NN,118.0,CVG,2022-03-31 19:45:00,OH,PHL,174.0,East-West,489.0,65.0,-8.0,489.0,-24.0,65.0,174.0,4
2075,N610NN,N610NN,109.0,PHL,2022-03-02 06:30:00,OH,DTW,-31.0,East-West,N610NN,94.0,CLE,2022-03-02 21:47:00,OH,PHL,-3.0,East-West,N610NN,69.0,CLT,2022-03-03 16:16:00,OH,CHS,-10.0,North-South,808.0,1015.0,-31.0,808.0,-3.0,1015.0,-10.0,0
2076,N610NN,N610NN,94.0,CLE,2022-03-02 21:47:00,OH,PHL,-3.0,East-West,N610NN,69.0,CLT,2022-03-03 16:16:00,OH,CHS,-10.0,North-South,N610NN,150.0,LFT,2022-03-03 22:31:00,OH,CLT,-18.0,East-West,1015.0,306.0,-3.0,1015.0,-10.0,306.0,-18.0,0
2077,N610NN,N610NN,69.0,CLT,2022-03-03 16:16:00,OH,CHS,-10.0,North-South,N610NN,150.0,LFT,2022-03-03 22:31:00,OH,CLT,-18.0,East-West,N610NN,130.0,BTR,2022-03-04 21:56:00,OH,CLT,-8.0,East-West,306.0,1255.0,-10.0,306.0,-18.0,1255.0,-8.0,0
2078,N610NN,N610NN,69.0,CLT,2022-03-13 07:00:00,OH,GSP,-15.0,East-West,N610NN,92.0,IAD,2022-03-13 08:58:00,OH,CLT,-11.0,North-South,N610NN,89.0,CLT,2022-03-13 11:01:00,OH,IAD,-20.0,North-South,49.0,31.0,-15.0,49.0,-11.0,31.0,-20.0,0
2079,N610NN,N610NN,70.0,TYS,2022-03-14 20:20:00,OH,CLT,11.0,East-West,N610NN,69.0,CLT,2022-03-15 14:30:00,OH,MYR,-20.0,East-West,N610NN,95.0,IAD,2022-03-15 18:11:00,OH,CLT,-10.0,North-South,1020.0,152.0,11.0,1020.0,-20.0,152.0,-10.0,0
2080,N610NN,N610NN,69.0,CLT,2022-03-15 14:30:00,OH,MYR,-20.0,East-West,N610NN,95.0,IAD,2022-03-15 18:11:00,OH,CLT,-10.0,North-South,N610NN,90.0,CLT,2022-03-16 05:44:00,OH,IAD,-18.0,North-South,152.0,598.0,-20.0,152.0,-10.0,598.0,-18.0,0
2081,N610NN,N610NN,95.0,IAD,2022-03-15 18:11:00,OH,CLT,-10.0,North-South,N610NN,90.0,CLT,2022-03-16 05:44:00,OH,IAD,-18.0,North-South,N610NN,131.0,MKE,2022-03-16 07:59:00,OH,CLT,-20.0,North-South,598.0,45.0,-10.0,598.0,-18.0,45.0,-20.0,0
2082,N610NN,N610NN,128.0,PHL,2022-03-16 09:42:00,OH,MKE,-24.0,East-West,N610NN,74.0,CLT,2022-03-17 09:00:00,OH,GSP,-16.0,East-West,N610NN,59.0,GSP,2022-03-17 11:12:00,OH,CLT,-26.0,East-West,1270.0,58.0,-24.0,1270.0,-16.0,58.0,-26.0,0
2083,N610NN,N610NN,74.0,CLT,2022-03-17 09:00:00,OH,GSP,-16.0,East-West,N610NN,59.0,GSP,2022-03-17 11:12:00,OH,CLT,-26.0,East-West,N610NN,71.0,CLT,2022-03-17 12:41:00,OH,GSP,-25.0,East-West,58.0,30.0,-16.0,58.0,-26.0,30.0,-25.0,0
2084,N610NN,N610NN,59.0,GSP,2022-03-17 11:12:00,OH,CLT,-26.0,East-West,N610NN,71.0,CLT,2022-03-17 12:41:00,OH,GSP,-25.0,East-West,N610NN,59.0,GSP,2022-03-18 11:12:00,OH,CLT,-26.0,East-West,30.0,1280.0,-26.0,30.0,-25.0,1280.0,-26.0,0
2085,N610NN,N610NN,71.0,CLT,2022-03-17 12:41:00,OH,GSP,-25.0,East-West,N610NN,59.0,GSP,2022-03-18 11:12:00,OH,CLT,-26.0,East-West,N610NN,71.0,CLT,2022-03-18 12:41:00,OH,GSP,-26.0,East-West,1280.0,30.0,-25.0,1280.0,-26.0,30.0,-26.0,0
2086,N610NN,N610NN,59.0,GSP,2022-03-18 11:12:00,OH,CLT,-26.0,East-West,N610NN,71.0,CLT,2022-03-18 12:41:00,OH,GSP,-26.0,East-West,N610NN,99.0,CLT,2022-03-18 17:03:00,OH,MDT,-22.0,North-South,30.0,191.0,-26.0,30.0,-26.0,191.0,-22.0,0
2087,N610NN,N610NN,71.0,CLT,2022-03-18 12:41:00,OH,GSP,-26.0,East-West,N610NN,99.0,CLT,2022-03-18 17:03:00,OH,MDT,-22.0,North-South,N610NN,123.0,BDL,2022-03-18 20:17:00,OH,CLT,23.0,East-West,191.0,95.0,-26.0,191.0,-22.0,95.0,23.0,2
2088,N610NN,N610NN,96.0,PHL,2022-03-24 07:10:00,OH,DAY,-10.0,East-West,N610NN,100.0,CLT,2022-03-25 07:50:00,OH,BHM,-27.0,East-West,N610NN,99.0,CLT,2022-03-25 17:03:00,OH,MDT,-7.0,North-South,1384.0,453.0,-10.0,1384.0,-27.0,453.0,-7.0,0
2089,N610NN,N610NN,100.0,CLT,2022-03-25 07:50:00,OH,BHM,-27.0,East-West,N610NN,99.0,CLT,2022-03-25 17:03:00,OH,MDT,-7.0,North-South,N610NN,68.0,FAY,2022-03-25 22:51:00,OH,CLT,-19.0,East-West,453.0,249.0,-27.0,453.0,-7.0,249.0,-19.0,0
2090,N611NN,N611NN,69.0,CLT,2022-03-01 06:45:00,OH,AGS,-11.0,North-South,N611NN,66.0,ILM,2022-03-01 14:36:00,OH,CLT,-6.0,East-West,N611NN,75.0,CLT,2022-03-01 16:13:00,OH,ILM,-12.0,East-West,402.0,31.0,-11.0,402.0,-6.0,31.0,-12.0,0
2091,N611NN,N611NN,101.0,SDF,2022-03-07 09:41:00,OH,CLT,6.0,East-West,N611NN,103.0,CLT,2022-03-07 11:59:00,OH,SDF,-20.0,East-West,N611NN,143.0,AEX,2022-03-07 14:35:00,OH,CLT,-11.0,East-West,37.0,53.0,6.0,37.0,-20.0,53.0,-11.0,0
2092,N611NN,N611NN,91.0,DAY,2022-03-13 15:12:00,OH,CLT,0.0,North-South,N611NN,97.0,CLT,2022-03-13 17:21:00,OH,DAY,-9.0,North-South,N611NN,74.0,CHS,2022-03-14 14:50:00,OH,CLT,-27.0,North-South,38.0,1192.0,0.0,38.0,-9.0,1192.0,-27.0,0
2093,N611NN,N611NN,97.0,CLT,2022-03-13 17:21:00,OH,DAY,-9.0,North-South,N611NN,74.0,CHS,2022-03-14 14:50:00,OH,CLT,-27.0,North-South,N611NN,113.0,PHL,2022-03-14 16:55:00,OH,CHS,-3.0,North-South,1192.0,51.0,-9.0,1192.0,-27.0,51.0,-3.0,0
2094,N611NN,N611NN,122.0,CLT,2022-03-18 16:38:00,OH,PIA,8.0,East-West,N611NN,98.0,DAB,2022-03-19 09:56:00,OH,CLT,2.0,North-South,N611NN,107.0,CLT,2022-03-19 12:18:00,OH,DAB,-18.0,North-South,916.0,44.0,8.0,916.0,2.0,44.0,-18.0,0
2095,N611NN,N611NN,98.0,DAB,2022-03-19 09:56:00,OH,CLT,2.0,North-South,N611NN,107.0,CLT,2022-03-19 12:18:00,OH,DAB,-18.0,North-South,N611NN,74.0,CHS,2022-03-19 14:50:00,OH,CLT,-26.0,North-South,44.0,45.0,2.0,44.0,-18.0,45.0,-26.0,0
2096,N611NN,N611NN,107.0,CLT,2022-03-19 12:18:00,OH,DAB,-18.0,North-South,N611NN,74.0,CHS,2022-03-19 14:50:00,OH,CLT,-26.0,North-South,N611NN,113.0,PHL,2022-03-19 16:57:00,OH,CHS,29.0,North-South,45.0,53.0,-18.0,45.0,-26.0,53.0,29.0,2
2097,N611NN,N611NN,74.0,CHS,2022-03-19 14:50:00,OH,CLT,-26.0,North-South,N611NN,113.0,PHL,2022-03-19 16:57:00,OH,CHS,29.0,North-South,N611NN,155.0,STL,2022-03-20 13:41:00,OH,PHL,27.0,East-West,53.0,1131.0,-26.0,53.0,29.0,1131.0,27.0,2
2098,N611NN,N611NN,113.0,PHL,2022-03-19 16:57:00,OH,CHS,29.0,North-South,N611NN,155.0,STL,2022-03-20 13:41:00,OH,PHL,27.0,East-West,N611NN,110.0,PHL,2022-03-21 06:30:00,OH,CHS,-6.0,North-South,1131.0,854.0,29.0,1131.0,27.0,854.0,-6.0,0
2099,N611NN,N611NN,155.0,STL,2022-03-20 13:41:00,OH,PHL,27.0,East-West,N611NN,110.0,PHL,2022-03-21 06:30:00,OH,CHS,-6.0,North-South,N611NN,73.0,PVD,2022-03-21 13:35:00,OH,PHL,-11.0,East-West,854.0,315.0,27.0,854.0,-6.0,315.0,-11.0,0
2100,N611NN,N611NN,50.0,GSP,2022-03-24 20:10:00,OH,CLT,-18.0,East-West,N611NN,69.0,CLT,2022-03-25 07:00:00,OH,GSP,-16.0,East-West,N611NN,91.0,DAY,2022-03-25 15:12:00,OH,CLT,0.0,North-South,600.0,423.0,-18.0,600.0,-16.0,423.0,0.0,0
2101,N611NN,N611NN,69.0,CLT,2022-03-25 07:00:00,OH,GSP,-16.0,East-West,N611NN,91.0,DAY,2022-03-25 15:12:00,OH,CLT,0.0,North-South,N611NN,97.0,CLT,2022-03-25 17:21:00,OH,DAY,-15.0,North-South,423.0,38.0,-16.0,423.0,0.0,38.0,-15.0,0
2102,N611NN,N611NN,91.0,DAY,2022-03-25 15:12:00,OH,CLT,0.0,North-South,N611NN,97.0,CLT,2022-03-25 17:21:00,OH,DAY,-15.0,North-South,N611NN,126.0,ALB,2022-03-26 14:39:00,OH,CLT,-21.0,North-South,38.0,1181.0,0.0,38.0,-15.0,1181.0,-21.0,0
2103,N611NN,N611NN,97.0,CLT,2022-03-25 17:21:00,OH,DAY,-15.0,North-South,N611NN,126.0,ALB,2022-03-26 14:39:00,OH,CLT,-21.0,North-South,N611NN,133.0,CLT,2022-03-26 17:19:00,OH,ALB,-11.0,North-South,1181.0,34.0,-15.0,1181.0,-21.0,34.0,-11.0,0
2104,N611NN,N611NN,126.0,ALB,2022-03-26 14:39:00,OH,CLT,-21.0,North-South,N611NN,133.0,CLT,2022-03-26 17:19:00,OH,ALB,-11.0,North-South,N611NN,163.0,CLT,2022-03-27 06:03:00,OH,OMA,-19.0,East-West,34.0,631.0,-21.0,34.0,-11.0,631.0,-19.0,0
2105,N611NN,N611NN,122.0,CLT,2022-03-28 16:38:00,OH,PIA,-21.0,East-West,N611NN,59.0,GSP,2022-03-29 11:12:00,OH,CLT,-16.0,East-West,N611NN,71.0,CLT,2022-03-29 12:41:00,OH,GSP,-15.0,East-West,992.0,30.0,-21.0,992.0,-16.0,30.0,-15.0,0
2106,N611NN,N611NN,59.0,GSP,2022-03-29 11:12:00,OH,CLT,-16.0,East-West,N611NN,71.0,CLT,2022-03-29 12:41:00,OH,GSP,-15.0,East-West,N611NN,74.0,CHS,2022-03-29 14:50:00,OH,CLT,-10.0,North-South,30.0,58.0,-16.0,30.0,-15.0,58.0,-10.0,0
2107,N611NN,N611NN,71.0,CLT,2022-03-29 12:41:00,OH,GSP,-15.0,East-West,N611NN,74.0,CHS,2022-03-29 14:50:00,OH,CLT,-10.0,North-South,N611NN,110.0,PHL,2022-03-30 06:30:00,OH,CHS,-12.0,North-South,58.0,866.0,-15.0,58.0,-10.0,866.0,-12.0,0
2108,N611NN,N611NN,74.0,CHS,2022-03-29 14:50:00,OH,CLT,-10.0,North-South,N611NN,110.0,PHL,2022-03-30 06:30:00,OH,CHS,-12.0,North-South,N611NN,104.0,PHL,2022-03-31 06:00:00,OH,DTW,4.0,East-West,866.0,1300.0,-10.0,866.0,-12.0,1300.0,4.0,1
2109,N612NN,N612NN,137.0,MHT,2022-03-01 11:35:00,OH,CLT,8.0,East-West,N612NN,160.0,CLT,2022-03-01 14:25:00,OH,MHT,11.0,East-West,N612NN,108.0,CLT,2022-03-02 06:34:00,OH,DAY,-16.0,North-South,33.0,809.0,8.0,33.0,11.0,809.0,-16.0,0
2110,N612NN,N612NN,105.0,DAY,2022-03-03 11:23:00,OH,CLT,-25.0,North-South,N612NN,102.0,CLT,2022-03-03 13:38:00,OH,DAY,-23.0,North-South,N612NN,80.0,ATL,2022-03-03 16:19:00,OH,CLT,-10.0,East-West,30.0,59.0,-25.0,30.0,-23.0,59.0,-10.0,0
2111,N612NN,N612NN,102.0,CLT,2022-03-03 13:38:00,OH,DAY,-23.0,North-South,N612NN,80.0,ATL,2022-03-03 16:19:00,OH,CLT,-10.0,East-West,N612NN,84.0,CLT,2022-03-03 18:13:00,OH,ATL,-11.0,East-West,59.0,34.0,-23.0,59.0,-10.0,34.0,-11.0,0
2112,N612NN,N612NN,80.0,ATL,2022-03-03 16:19:00,OH,CLT,-10.0,East-West,N612NN,84.0,CLT,2022-03-03 18:13:00,OH,ATL,-11.0,East-West,N612NN,110.0,PHL,2022-03-04 06:30:00,OH,CHS,-16.0,North-South,34.0,653.0,-10.0,34.0,-11.0,653.0,-16.0,0
2113,N612NN,N612NN,84.0,CLT,2022-03-03 18:13:00,OH,ATL,-11.0,East-West,N612NN,110.0,PHL,2022-03-04 06:30:00,OH,CHS,-16.0,North-South,N612NN,69.0,CLT,2022-03-04 16:16:00,OH,CHS,-17.0,North-South,653.0,476.0,-11.0,653.0,-16.0,476.0,-17.0,0
2114,N612NN,N612NN,93.0,CMH,2022-03-10 17:58:00,OH,CLT,-12.0,North-South,N612NN,91.0,CLT,2022-03-10 20:01:00,OH,CMH,-15.0,North-South,N612NN,90.0,CVG,2022-03-11 07:31:00,OH,CLT,-8.0,North-South,30.0,599.0,-12.0,30.0,-15.0,599.0,-8.0,0
2115,N612NN,N612NN,103.0,DAB,2022-03-16 09:41:00,OH,CLT,6.0,North-South,N612NN,107.0,CLT,2022-03-16 12:03:00,OH,DAB,-26.0,North-South,N612NN,131.0,MKE,2022-03-17 07:59:00,OH,CLT,-21.0,North-South,39.0,1089.0,6.0,39.0,-26.0,1089.0,-21.0,0
2116,N612NN,N612NN,128.0,PHL,2022-03-17 09:42:00,OH,MKE,-20.0,East-West,N612NN,69.0,CLT,2022-03-17 16:16:00,OH,CHS,-4.0,North-South,N612NN,142.0,LIT,2022-03-17 18:10:00,OH,CLT,-24.0,East-West,266.0,45.0,-20.0,266.0,-4.0,45.0,-24.0,0
2117,N612NN,N612NN,100.0,DFW,2022-03-17 20:05:00,OH,LIT,72.0,East-West,N612NN,77.0,LIT,2022-03-17 22:40:00,OH,DFW,83.0,East-West,N612NN,68.0,FAY,2022-03-18 22:51:00,OH,CLT,-37.0,East-West,55.0,1374.0,72.0,55.0,83.0,1374.0,-37.0,0
2118,N612NN,N612NN,73.0,MYR,2022-03-25 09:10:00,OH,CLT,-27.0,East-West,N612NN,96.0,MDT,2022-03-25 17:55:00,OH,CLT,-16.0,North-South,N612NN,100.0,CLT,2022-03-25 20:01:00,OH,MDT,-20.0,North-South,452.0,30.0,-27.0,452.0,-16.0,30.0,-20.0,0
2119,N612NN,N612NN,134.0,MHT,2022-03-28 16:20:00,OH,CLT,-12.0,East-West,N612NN,154.0,CLT,2022-03-28 19:11:00,OH,MHT,-24.0,East-West,N612NN,123.0,DCA,2022-03-29 09:56:00,OH,BHM,11.0,East-West,37.0,731.0,-12.0,37.0,-24.0,731.0,11.0,1
2120,N612NN,N612NN,154.0,CLT,2022-03-28 19:11:00,OH,MHT,-24.0,East-West,N612NN,123.0,DCA,2022-03-29 09:56:00,OH,BHM,11.0,East-West,N612NN,60.0,ORF,2022-03-29 13:44:00,OH,DCA,21.0,North-South,731.0,105.0,-24.0,731.0,11.0,105.0,21.0,2
2121,N612NN,N612NN,92.0,CLT,2022-03-31 10:38:00,OH,CMH,4.0,North-South,N612NN,95.0,TLH,2022-03-31 18:00:00,OH,CLT,13.0,North-South,N612NN,96.0,CLT,2022-03-31 20:09:00,OH,TLH,62.0,North-South,350.0,34.0,4.0,350.0,13.0,34.0,62.0,3
2122,N613NN,N613NN,120.0,DCA,2022-03-01 10:59:00,OH,STL,-13.0,East-West,N613NN,86.0,ALB,2022-03-01 14:59:00,OH,DCA,-7.0,North-South,N613NN,94.0,DCA,2022-03-01 17:36:00,OH,ALB,-24.0,North-South,120.0,71.0,-13.0,120.0,-7.0,71.0,-24.0,0
2123,N613NN,N613NN,86.0,ALB,2022-03-01 14:59:00,OH,DCA,-7.0,North-South,N613NN,94.0,DCA,2022-03-01 17:36:00,OH,ALB,-24.0,North-South,N613NN,79.0,HPN,2022-03-02 09:41:00,OH,DCA,12.0,East-West,71.0,871.0,-7.0,71.0,-24.0,871.0,12.0,1
2124,N613NN,N613NN,94.0,DCA,2022-03-01 17:36:00,OH,ALB,-24.0,North-South,N613NN,79.0,HPN,2022-03-02 09:41:00,OH,DCA,12.0,East-West,N613NN,72.0,DCA,2022-03-02 11:29:00,OH,HPN,8.0,East-West,871.0,29.0,-24.0,871.0,12.0,29.0,8.0,1
2125,N613NN,N613NN,69.0,CLT,2022-03-03 14:30:00,OH,MYR,-23.0,East-West,N613NN,140.0,BTV,2022-03-03 20:22:00,OH,CLT,-11.0,North-South,N613NN,74.0,CHS,2022-03-04 14:50:00,OH,CLT,-16.0,North-South,283.0,968.0,-23.0,283.0,-11.0,968.0,-16.0,0
2126,N613NN,N613NN,140.0,BTV,2022-03-03 20:22:00,OH,CLT,-11.0,North-South,N613NN,74.0,CHS,2022-03-04 14:50:00,OH,CLT,-16.0,North-South,N613NN,113.0,PHL,2022-03-04 16:55:00,OH,CHS,-5.0,North-South,968.0,51.0,-11.0,968.0,-16.0,51.0,-5.0,0
2127,N613NN,N613NN,74.0,CHS,2022-03-04 14:50:00,OH,CLT,-16.0,North-South,N613NN,113.0,PHL,2022-03-04 16:55:00,OH,CHS,-5.0,North-South,N613NN,109.0,DAY,2022-03-04 19:37:00,OH,PHL,-5.0,East-West,51.0,49.0,-16.0,51.0,-5.0,49.0,-5.0,0
2128,N613NN,N613NN,113.0,PHL,2022-03-04 16:55:00,OH,CHS,-5.0,North-South,N613NN,109.0,DAY,2022-03-04 19:37:00,OH,PHL,-5.0,East-West,N613NN,84.0,DCA,2022-03-05 06:26:00,OH,DAY,-17.0,East-West,49.0,540.0,-5.0,49.0,-5.0,540.0,-17.0,0
2129,N613NN,N613NN,123.0,DCA,2022-03-06 10:16:00,OH,STL,-19.0,East-West,N613NN,74.0,RDU,2022-03-06 21:00:00,OH,DCA,0.0,North-South,N613NN,60.0,PHL,2022-03-07 07:38:00,OH,DCA,-3.0,East-West,521.0,564.0,-19.0,521.0,0.0,564.0,-3.0,0
2130,N613NN,N613NN,74.0,RDU,2022-03-06 21:00:00,OH,DCA,0.0,North-South,N613NN,60.0,PHL,2022-03-07 07:38:00,OH,DCA,-3.0,East-West,N613NN,73.0,PVD,2022-03-07 13:35:00,OH,PHL,-12.0,East-West,564.0,297.0,0.0,564.0,-3.0,297.0,-12.0,0
2131,N613NN,N613NN,60.0,PHL,2022-03-07 07:38:00,OH,DCA,-3.0,East-West,N613NN,73.0,PVD,2022-03-07 13:35:00,OH,PHL,-12.0,East-West,N613NN,130.0,BTR,2022-03-07 21:56:00,OH,CLT,-5.0,East-West,297.0,428.0,-3.0,297.0,-12.0,428.0,-5.0,0
2132,N613NN,N613NN,118.0,CVG,2022-03-12 19:45:00,OH,PHL,39.0,East-West,N613NN,109.0,CLT,2022-03-13 06:43:00,OH,CVG,-12.0,North-South,N613NN,103.0,DAB,2022-03-13 09:41:00,OH,CLT,-7.0,North-South,540.0,69.0,39.0,540.0,-12.0,69.0,-7.0,0
2133,N613NN,N613NN,109.0,CLT,2022-03-13 06:43:00,OH,CVG,-12.0,North-South,N613NN,103.0,DAB,2022-03-13 09:41:00,OH,CLT,-7.0,North-South,N613NN,107.0,CLT,2022-03-13 12:03:00,OH,DAB,-3.0,North-South,69.0,39.0,-12.0,69.0,-7.0,39.0,-3.0,0
2134,N613NN,N613NN,103.0,DAB,2022-03-13 09:41:00,OH,CLT,-7.0,North-South,N613NN,107.0,CLT,2022-03-13 12:03:00,OH,DAB,-3.0,North-South,N613NN,99.0,CLT,2022-03-13 17:03:00,OH,MDT,-13.0,North-South,39.0,193.0,-7.0,39.0,-3.0,193.0,-13.0,0
2135,N613NN,N613NN,107.0,CLT,2022-03-13 12:03:00,OH,DAB,-3.0,North-South,N613NN,99.0,CLT,2022-03-13 17:03:00,OH,MDT,-13.0,North-South,N613NN,90.0,PHL,2022-03-14 17:10:00,OH,PVD,-27.0,East-West,193.0,1348.0,-3.0,193.0,-13.0,1348.0,-27.0,0
2136,N613NN,N613NN,99.0,CLT,2022-03-13 17:03:00,OH,MDT,-13.0,North-South,N613NN,90.0,PHL,2022-03-14 17:10:00,OH,PVD,-27.0,East-West,N613NN,118.0,CVG,2022-03-14 19:45:00,OH,PHL,13.0,East-West,1348.0,65.0,-13.0,1348.0,-27.0,65.0,13.0,1
2137,N613NN,N613NN,126.0,ALB,2022-03-20 14:39:00,OH,CLT,-15.0,North-South,N613NN,133.0,CLT,2022-03-20 17:19:00,OH,ALB,-27.0,North-South,N613NN,123.0,BDL,2022-03-20 20:17:00,OH,CLT,-21.0,East-West,34.0,45.0,-15.0,34.0,-27.0,45.0,-21.0,0
2138,N613NN,N613NN,133.0,CLT,2022-03-20 17:19:00,OH,ALB,-27.0,North-South,N613NN,123.0,BDL,2022-03-20 20:17:00,OH,CLT,-21.0,East-West,N613NN,101.0,SDF,2022-03-21 09:41:00,OH,CLT,-4.0,East-West,45.0,681.0,-27.0,45.0,-21.0,681.0,-4.0,0
2139,N613NN,N613NN,123.0,BDL,2022-03-20 20:17:00,OH,CLT,-21.0,East-West,N613NN,101.0,SDF,2022-03-21 09:41:00,OH,CLT,-4.0,East-West,N613NN,103.0,CLT,2022-03-21 11:59:00,OH,SDF,-24.0,East-West,681.0,37.0,-21.0,681.0,-4.0,37.0,-24.0,0
2140,N613NN,N613NN,123.0,BDL,2022-03-30 20:17:00,OH,CLT,-4.0,East-West,N613NN,73.0,MYR,2022-03-31 09:10:00,OH,CLT,-7.0,East-West,N613NN,130.0,PHL,2022-03-31 15:22:00,OH,JAX,9.0,North-South,650.0,299.0,-4.0,650.0,-7.0,299.0,9.0,1
2141,N614NN,N614NN,74.0,DCA,2022-03-01 06:10:00,OH,GSO,-22.0,East-West,N614NN,144.0,JAX,2022-03-01 08:45:00,OH,DCA,-11.0,North-South,N614NN,115.0,DCA,2022-03-01 12:03:00,OH,JAX,-8.0,North-South,81.0,54.0,-22.0,81.0,-11.0,54.0,-8.0,0
2142,N614NN,N614NN,144.0,JAX,2022-03-01 08:45:00,OH,DCA,-11.0,North-South,N614NN,115.0,DCA,2022-03-01 12:03:00,OH,JAX,-8.0,North-South,N614NN,88.0,DCA,2022-03-02 06:10:00,OH,DAY,-24.0,East-West,54.0,972.0,-11.0,54.0,-8.0,972.0,-24.0,0
2143,N614NN,N614NN,115.0,DCA,2022-03-01 12:03:00,OH,JAX,-8.0,North-South,N614NN,88.0,DCA,2022-03-02 06:10:00,OH,DAY,-24.0,East-West,N614NN,157.0,SRQ,2022-03-02 08:30:00,OH,DCA,-7.0,North-South,972.0,52.0,-8.0,972.0,-24.0,52.0,-7.0,0
2144,N614NN,N614NN,88.0,DCA,2022-03-02 06:10:00,OH,DAY,-24.0,East-West,N614NN,157.0,SRQ,2022-03-02 08:30:00,OH,DCA,-7.0,North-South,N614NN,143.0,DCA,2022-03-02 11:44:00,OH,SRQ,-3.0,North-South,52.0,37.0,-24.0,52.0,-7.0,37.0,-3.0,0
2145,N614NN,N614NN,157.0,SRQ,2022-03-02 08:30:00,OH,DCA,-7.0,North-South,N614NN,143.0,DCA,2022-03-02 11:44:00,OH,SRQ,-3.0,North-South,N614NN,86.0,ALB,2022-03-02 14:59:00,OH,DCA,-9.0,North-South,37.0,52.0,-7.0,37.0,-3.0,52.0,-9.0,0
2146,N614NN,N614NN,143.0,DCA,2022-03-02 11:44:00,OH,SRQ,-3.0,North-South,N614NN,86.0,ALB,2022-03-02 14:59:00,OH,DCA,-9.0,North-South,N614NN,94.0,DCA,2022-03-02 17:36:00,OH,ALB,18.0,North-South,52.0,71.0,-3.0,52.0,-9.0,71.0,18.0,2
2147,N614NN,N614NN,126.0,PHL,2022-03-09 05:34:00,OH,STL,160.0,East-West,N614NN,104.0,PHL,2022-03-10 06:00:00,OH,DTW,-25.0,East-West,N614NN,126.0,ALB,2022-03-10 14:39:00,OH,CLT,-5.0,North-South,1340.0,415.0,160.0,1340.0,-25.0,415.0,-5.0,0
2148,N614NN,N614NN,104.0,PHL,2022-03-10 06:00:00,OH,DTW,-25.0,East-West,N614NN,126.0,ALB,2022-03-10 14:39:00,OH,CLT,-5.0,North-South,N614NN,133.0,CLT,2022-03-10 17:19:00,OH,ALB,-5.0,North-South,415.0,34.0,-25.0,415.0,-5.0,34.0,-5.0,0
2149,N614NN,N614NN,126.0,ALB,2022-03-10 14:39:00,OH,CLT,-5.0,North-South,N614NN,133.0,CLT,2022-03-10 17:19:00,OH,ALB,-5.0,North-South,N614NN,70.0,TYS,2022-03-10 20:20:00,OH,CLT,9.0,East-West,34.0,48.0,-5.0,34.0,-5.0,48.0,9.0,1
2150,N614NN,N614NN,133.0,CLT,2022-03-10 17:19:00,OH,ALB,-5.0,North-South,N614NN,70.0,TYS,2022-03-10 20:20:00,OH,CLT,9.0,East-West,N614NN,69.0,CLT,2022-03-11 14:30:00,OH,MYR,-27.0,East-West,48.0,1020.0,-5.0,48.0,9.0,1020.0,-27.0,0
2151,N614NN,N614NN,70.0,TYS,2022-03-10 20:20:00,OH,CLT,9.0,East-West,N614NN,69.0,CLT,2022-03-11 14:30:00,OH,MYR,-27.0,East-West,N614NN,111.0,IND,2022-03-12 13:10:00,OH,CLT,149.0,East-West,1020.0,1291.0,9.0,1020.0,-27.0,1291.0,149.0,4
2152,N614NN,N614NN,69.0,CLT,2022-03-11 14:30:00,OH,MYR,-27.0,East-West,N614NN,111.0,IND,2022-03-12 13:10:00,OH,CLT,149.0,East-West,N614NN,102.0,CLT,2022-03-12 15:33:00,OH,IND,153.0,East-West,1291.0,32.0,-27.0,1291.0,149.0,32.0,153.0,4
